Expense_ID,Date,Department,Category,Sub_Category,Vendor_Name,Planned_Budget,Actual_Spend,Approval_Status
EXP-10621,2025-10-18,Data & Analytics,Cloud & Hosting,Snowflake Warehouse,Microsoft,19654.45,17179.11,Approved within Budget
EXP-10622,2025-06-05,IT Support & Operations,Cloud & Hosting,ServiceNow Ticketing,Dell,30933.05,33250.51,Approved with Variance
EXP-10623,2025-02-13,IT Support & Operations,Cloud & Hosting,Slack Enterprise,ServiceNow,38916.61,47986.13,Over-budget Flag
EXP-10624,2025-11-26,IT Support & Operations,Cloud & Hosting,ServiceNow Ticketing,Dell,48277.83,44421.45,Approved within Budget
EXP-10625,2026-05-13,Data & Analytics,Cloud & Hosting,Databricks Cluster,Databricks,30823.95,34707.83,Approved with Variance
EXP-10626,2025-07-03,Software Engineering,Cloud & Hosting,JetBrains IDEs,GitHub,37377.43,34774.97,Approved within Budget
EXP-10627,2024-12-05,IT Support & Operations,Cloud & Hosting,ServiceNow Ticketing,Apple,57322.97,61010.62,Approved with Variance
EXP-10628,2024-01-29,IT Support & Operations,Cloud & Hosting,Slack Enterprise,Dell,7567.82,6725.3,Approved within Budget
EXP-10629,2024-04-28,Data & Analytics,Cloud & Hosting,Power BI Premium Licenses,Microsoft,22670.59,23354.07,Approved with Variance
EXP-10630,2026-06-17,Software Engineering,Cloud & Hosting,Jira & Confluence,GitHub,54934.47,63310.07,Over-budget Flag
EXP-10631,2024-09-24,IT Support & Operations,Cloud & Hosting,Zoom Licenses,Zoom,67664.48,66922.11,Approved within Budget
EXP-10632,2024-07-01,IT Support & Operations,Cloud & Hosting,Slack Enterprise,ServiceNow,40817.42,45550.8,Approved with Variance
EXP-10633,2025-08-17,Software Engineering,Cloud & Hosting,JetBrains IDEs,GitHub,42247.94,49353.2,Over-budget Flag
EXP-10634,2024-09-28,Cloud & Infrastructure,Cloud & Hosting,AWS Cloud Compute,Microsoft,12502.04,15263.38,Over-budget Flag
EXP-10635,2024-02-09,Cloud & Infrastructure,Cloud & Hosting,Azure Blob Storage,Google Cloud,36318.87,34279.81,Approved within Budget
EXP-10636,2024-04-21,IT Support & Operations,Cloud & Hosting,Zoom Licenses,Slack,42283.21,42694.47,Approved with Variance
EXP-10637,2025-09-02,Cybersecurity,Cloud & Hosting,Penetration Testing Audit,CrowdStrike,21972.94,20016.61,Approved within Budget
EXP-10638,2025-03-20,Software Engineering,Cloud & Hosting,GitHub Enterprise,JetBrains,23847.03,29737.09,Over-budget Flag
EXP-10639,2024-12-19,Software Engineering,Cloud & Hosting,JetBrains IDEs,JetBrains,31409.89,38345.21,Over-budget Flag
EXP-10640,2026-01-16,Cybersecurity,Cloud & Hosting,Penetration Testing Audit,Okta,6404.98,6827.6,Approved with Variance
EXP-10641,2026-03-16,Software Engineering,Cloud & Hosting,JetBrains IDEs,Atlassian,27545.54,32691.41,Over-budget Flag
EXP-10642,2024-11-17,Data & Analytics,Cloud & Hosting,Fivetran ETL,Microsoft,19801.36,20957.43,Approved with Variance
EXP-10643,2025-03-22,Software Engineering,Cloud & Hosting,Docker Hub,Docker,27924.81,30701.49,Approved with Variance
EXP-10644,2025-09-12,Software Engineering,Cloud & Hosting,Jira & Confluence,Docker,13383.35,11852.96,Approved within Budget
EXP-10645,2025-06-07,Software Engineering,Cloud & Hosting,JetBrains IDEs,JetBrains,67336.91,77579.4,Over-budget Flag
EXP-10646,2024-04-28,Cloud & Infrastructure,Cloud & Hosting,Data Center Hosting,Amazon Web Services,46551.47,41946.85,Approved within Budget
EXP-10647,2025-01-29,Data & Analytics,Cloud & Hosting,Power BI Premium Licenses,Databricks,52537.16,62016.28,Over-budget Flag
EXP-10648,2025-08-13,Software Engineering,Cloud & Hosting,Docker Hub,Atlassian,60241.99,70050.06,Over-budget Flag
EXP-10649,2024-07-13,Data & Analytics,Cloud & Hosting,Power BI Premium Licenses,Microsoft,39890.95,45216.31,Approved with Variance
EXP-10650,2024-09-17,Data & Analytics,Cloud & Hosting,Power BI Premium Licenses,Fivetran,11084.42,9582.08,Approved within Budget
EXP-10651,2024-02-15,Data & Analytics,Cloud & Hosting,Databricks Cluster,Databricks,42597.46,41372.84,Approved within Budget
EXP-10652,2025-12-26,Cybersecurity,Cloud & Hosting,Palo Alto Firewalls,Okta,46078.88,44016.62,Approved within Budget
EXP-10653,2025-03-22,Software Engineering,Cloud & Hosting,Docker Hub,Atlassian,57180.76,56840.8,Approved within Budget
EXP-10654,2024-01-02,Cloud & Infrastructure,Cloud & Hosting,AWS Cloud Compute,Amazon Web Services,35216.17,31168.32,Approved within Budget
EXP-10655,2025-06-16,Cloud & Infrastructure,Cloud & Hosting,Data Center Hosting,Google Cloud,13930.62,17061.99,Over-budget Flag
EXP-10656,2026-04-05,Cloud & Infrastructure,Cloud & Hosting,Data Center Hosting,Amazon Web Services,24864.31,26642.63,Approved with Variance
EXP-10657,2025-07-05,Cloud & Infrastructure,Cloud & Hosting,Azure Blob Storage,Google Cloud,30415.76,29570.5,Approved within Budget
EXP-10658,2025-12-04,Software Engineering,Cloud & Hosting,Docker Hub,Docker,50214.21,50655.72,Approved with Variance
EXP-10659,2026-01-06,Cloud & Infrastructure,Cloud & Hosting,Azure Blob Storage,Google Cloud,44954.48,46252.81,Approved with Variance
EXP-10660,2026-01-29,Data & Analytics,Cloud & Hosting,Databricks Cluster,Snowflake Inc,29926.77,32627.29,Approved with Variance
EXP-10661,2026-01-24,Cybersecurity,Cloud & Hosting,Palo Alto Firewalls,Palo Alto Networks,74056.07,78223.34,Approved with Variance
EXP-10662,2025-11-17,IT Support & Operations,Cloud & Hosting,Slack Enterprise,Zoom,47404.24,57726.84,Over-budget Flag
EXP-10663,2024-07-20,Cloud & Infrastructure,Cloud & Hosting,AWS Cloud Compute,Microsoft,21605.88,22659.93,Approved with Variance
EXP-10664,2025-01-07,IT Support & Operations,Cloud & Hosting,Zoom Licenses,Zoom,12124.77,15117.93,Over-budget Flag
EXP-10665,2025-03-17,IT Support & Operations,Cloud & Hosting,Slack Enterprise,Dell,15700.14,18692.12,Over-budget Flag
EXP-10666,2024-03-12,IT Support & Operations,Cloud & Hosting,Developer Laptops,Zoom,22217.04,20737.48,Approved within Budget
EXP-10667,2025-11-11,Data & Analytics,Cloud & Hosting,Power BI Premium Licenses,Snowflake Inc,16247.7,19858.56,Over-budget Flag
EXP-10668,2024-12-04,Cloud & Infrastructure,Cloud & Hosting,AWS Cloud Compute,Microsoft,18059.69,16191.35,Approved within Budget
EXP-10669,2025-09-30,Software Engineering,Cloud & Hosting,JetBrains IDEs,Atlassian,24956.66,29373.49,Over-budget Flag
EXP-10670,2024-11-17,Data & Analytics,Cloud & Hosting,Fivetran ETL,Databricks,17136.15,17174.69,Approved with Variance
EXP-10671,2025-11-10,Software Engineering,Cloud & Hosting,GitHub Enterprise,GitHub,67773.58,81408.93,Over-budget Flag
EXP-10672,2026-05-18,Cloud & Infrastructure,Cloud & Hosting,AWS Cloud Compute,Amazon Web Services,10616.36,12710.15,Over-budget Flag
EXP-10673,2024-05-07,Data & Analytics,Cloud & Hosting,Power BI Premium Licenses,Databricks,41715.8,48906.36,Over-budget Flag
EXP-10674,2026-01-07,IT Support & Operations,Cloud & Hosting,ServiceNow Ticketing,ServiceNow,33727.78,39327.0,Over-budget Flag
EXP-10675,2024-11-03,Data & Analytics,Cloud & Hosting,Fivetran ETL,Microsoft,73766.5,71691.57,Approved within Budget
EXP-10676,2025-06-03,Data & Analytics,Cloud & Hosting,Power BI Premium Licenses,Snowflake Inc,12842.72,11332.0,Approved within Budget
EXP-10677,2024-11-12,Cloud & Infrastructure,Cloud & Hosting,GCP Kubernetes,Google Cloud,32849.89,33217.55,Approved with Variance
EXP-10678,2025-11-13,IT Support & Operations,Cloud & Hosting,Slack Enterprise,ServiceNow,72862.93,66990.89,Approved within Budget
EXP-10679,2025-02-22,IT Support & Operations,Cloud & Hosting,Developer Laptops,Slack,65585.5,73979.16,Approved with Variance
EXP-10680,2024-11-30,Cybersecurity,Cloud & Hosting,Palo Alto Firewalls,CrowdStrike,62195.04,61476.06,Approved within Budget
EXP-10681,2025-02-16,Cybersecurity,Cloud & Hosting,Palo Alto Firewalls,Okta,23053.2,28591.59,Over-budget Flag
EXP-10682,2025-12-14,Software Engineering,Cloud & Hosting,GitHub Enterprise,Atlassian,16962.13,18766.71,Approved with Variance
EXP-10683,2024-10-29,Cybersecurity,Cloud & Hosting,Penetration Testing Audit,Palo Alto Networks,51805.03,61077.73,Over-budget Flag
EXP-10684,2025-07-21,Cloud & Infrastructure,Cloud & Hosting,Azure Blob Storage,Google Cloud,70056.32,63261.55,Approved within Budget
EXP-10685,2024-05-10,Data & Analytics,Cloud & Hosting,Power BI Premium Licenses,Snowflake Inc,43973.4,52539.67,Over-budget Flag
EXP-10686,2024-07-15,IT Support & Operations,Cloud & Hosting,Zoom Licenses,ServiceNow,45012.89,54875.34,Over-budget Flag
EXP-10687,2025-03-06,Data & Analytics,Cloud & Hosting,Power BI Premium Licenses,Databricks,24598.54,25701.16,Approved with Variance
EXP-10688,2025-11-11,Cloud & Infrastructure,Cloud & Hosting,GCP Kubernetes,Amazon Web Services,58864.51,64309.55,Approved with Variance
EXP-10689,2025-01-23,Data & Analytics,Cloud & Hosting,Databricks Cluster,Snowflake Inc,18093.06,20914.2,Over-budget Flag
EXP-10690,2025-11-24,IT Support & Operations,Cloud & Hosting,Zoom Licenses,Apple,27657.55,25443.16,Approved within Budget
EXP-10691,2026-02-05,Cybersecurity,Cloud & Hosting,Penetration Testing Audit,Mandiant,34780.55,36555.28,Approved with Variance
EXP-10692,2024-06-27,Software Engineering,Cloud & Hosting,JetBrains IDEs,Docker,40532.73,40916.38,Approved with Variance
EXP-10693,2025-09-22,IT Support & Operations,Cloud & Hosting,Slack Enterprise,Slack,21968.68,19959.64,Approved within Budget
EXP-10694,2025-08-05,IT Support & Operations,Cloud & Hosting,Slack Enterprise,Dell,13038.58,12999.64,Approved within Budget
EXP-10695,2024-11-04,IT Support & Operations,Cloud & Hosting,Slack Enterprise,Slack,47743.4,41883.8,Approved within Budget
EXP-10696,2025-02-19,IT Support & Operations,Cloud & Hosting,Zoom Licenses,Slack,25204.14,21683.75,Approved within Budget
EXP-10697,2025-07-15,Cloud & Infrastructure,Cloud & Hosting,Data Center Hosting,Microsoft,45686.68,41303.8,Approved within Budget
EXP-10698,2026-05-03,IT Support & Operations,Cloud & Hosting,Developer Laptops,ServiceNow,15805.39,19523.55,Over-budget Flag
EXP-10699,2024-01-01,Data & Analytics,Cloud & Hosting,Fivetran ETL,Fivetran,38679.81,41380.12,Approved with Variance
EXP-10700,2024-11-07,Cloud & Infrastructure,Cloud & Hosting,GCP Kubernetes,Amazon Web Services,42281.26,52273.54,Over-budget Flag
EXP-10701,2024-10-20,Cybersecurity,Cloud & Hosting,Palo Alto Firewalls,Mandiant,8627.65,8826.08,Approved with Variance
EXP-10702,2024-08-03,Data & Analytics,Cloud & Hosting,Databricks Cluster,Microsoft,28562.3,27840.43,Approved within Budget
EXP-10703,2025-03-16,Data & Analytics,Cloud & Hosting,Databricks Cluster,Microsoft,14409.03,15164.88,Approved with Variance
EXP-10704,2026-03-15,Data & Analytics,Cloud & Hosting,Fivetran ETL,Fivetran,9436.25,9679.75,Approved with Variance
EXP-10705,2025-08-16,Data & Analytics,Cloud & Hosting,Snowflake Warehouse,Snowflake Inc,74297.22,66292.87,Approved within Budget
EXP-10706,2025-09-13,Cloud & Infrastructure,Cloud & Hosting,Azure Blob Storage,Amazon Web Services,27564.77,30495.75,Approved with Variance
EXP-10707,2025-11-01,Cybersecurity,Cloud & Hosting,Palo Alto Firewalls,Okta,61691.21,57768.59,Approved within Budget
EXP-10708,2024-11-25,Cybersecurity,Cloud & Hosting,CrowdStrike Endpoints,CrowdStrike,22824.85,25057.92,Approved with Variance
EXP-10709,2025-04-21,IT Support & Operations,Cloud & Hosting,Slack Enterprise,ServiceNow,52705.19,58507.0,Approved with Variance
EXP-10710,2025-03-28,Software Engineering,Cloud & Hosting,Docker Hub,JetBrains,58215.95,53023.67,Approved within Budget
EXP-10711,2025-03-28,Cloud & Infrastructure,Cloud & Hosting,GCP Kubernetes,Amazon Web Services,46694.71,40836.38,Approved within Budget
EXP-10712,2025-11-22,Cybersecurity,Cloud & Hosting,Palo Alto Firewalls,CrowdStrike,38010.33,44179.58,Over-budget Flag
EXP-10713,2024-08-06,Cloud & Infrastructure,Cloud & Hosting,Azure Blob Storage,Microsoft,33828.86,34976.34,Approved with Variance
EXP-10714,2025-06-07,Cloud & Infrastructure,Cloud & Hosting,GCP Kubernetes,Amazon Web Services,29420.78,25692.15,Approved within Budget
EXP-10715,2025-04-29,IT Support & Operations,Cloud & Hosting,ServiceNow Ticketing,Slack,70067.04,87439.92,Over-budget Flag
EXP-10716,2026-03-23,Cybersecurity,Cloud & Hosting,Penetration Testing Audit,Palo Alto Networks,63143.36,55131.24,Approved within Budget
EXP-10717,2026-03-26,Software Engineering,Cloud & Hosting,Jira & Confluence,GitHub,72551.88,81839.54,Approved with Variance
EXP-10718,2026-01-23,Software Engineering,Cloud & Hosting,Docker Hub,GitHub,13700.81,17036.57,Over-budget Flag
EXP-10719,2024-06-22,Software Engineering,Cloud & Hosting,JetBrains IDEs,JetBrains,56160.72,53109.62,Approved within Budget
EXP-10720,2025-11-05,Data & Analytics,Cloud & Hosting,Databricks Cluster,Fivetran,70683.83,64103.15,Approved within Budget
EXP-10721,2024-03-27,Cybersecurity,Cloud & Hosting,Penetration Testing Audit,CrowdStrike,17686.31,15892.1,Approved within Budget
EXP-10722,2024-10-17,Data & Analytics,Cloud & Hosting,Fivetran ETL,Fivetran,9654.74,9377.75,Approved within Budget
EXP-10723,2025-06-11,Data & Analytics,Cloud & Hosting,Fivetran ETL,Microsoft,56878.45,50645.61,Approved within Budget
EXP-10724,2025-11-10,Data & Analytics,Cloud & Hosting,Power BI Premium Licenses,Fivetran,45213.12,50949.06,Approved with Variance
EXP-10725,2025-10-10,IT Support & Operations,Cloud & Hosting,Slack Enterprise,Dell,63928.01,55931.68,Approved within Budget
EXP-10726,2025-09-26,IT Support & Operations,Cloud & Hosting,ServiceNow Ticketing,Apple,14784.07,15578.99,Approved with Variance
EXP-10727,2024-12-09,Cloud & Infrastructure,Cloud & Hosting,Azure Blob Storage,Amazon Web Services,60668.71,75755.73,Over-budget Flag
EXP-10728,2024-04-05,Cloud & Infrastructure,Cloud & Hosting,Data Center Hosting,Microsoft,19113.91,22470.09,Over-budget Flag
EXP-10729,2026-04-18,Cybersecurity,Cloud & Hosting,Palo Alto Firewalls,Palo Alto Networks,16455.92,18037.13,Approved with Variance
EXP-10730,2026-02-08,Cybersecurity,Cloud & Hosting,CrowdStrike Endpoints,Palo Alto Networks,16498.61,16044.92,Approved within Budget
EXP-10731,2024-08-28,IT Support & Operations,Cloud & Hosting,Developer Laptops,Slack,62020.23,68194.86,Approved with Variance
EXP-10732,2025-11-19,Cloud & Infrastructure,Cloud & Hosting,AWS Cloud Compute,Google Cloud,51563.81,54699.74,Approved with Variance
EXP-10733,2024-11-13,Cloud & Infrastructure,Cloud & Hosting,AWS Cloud Compute,Google Cloud,41614.58,42464.91,Approved with Variance
EXP-10734,2024-08-18,Data & Analytics,Cloud & Hosting,Snowflake Warehouse,Databricks,30118.13,27175.11,Approved within Budget
EXP-10735,2026-04-05,Software Engineering,Cloud & Hosting,Docker Hub,JetBrains,66404.04,79993.07,Over-budget Flag
EXP-10736,2024-07-22,Software Engineering,Cloud & Hosting,Jira & Confluence,JetBrains,32471.16,33442.5,Approved with Variance
EXP-10737,2024-05-30,Software Engineering,Cloud & Hosting,Jira & Confluence,Atlassian,62161.96,57676.91,Approved within Budget
EXP-10738,2024-01-26,IT Support & Operations,Cloud & Hosting,Developer Laptops,Apple,35739.44,35635.93,Approved within Budget
EXP-10739,2024-02-17,Software Engineering,Cloud & Hosting,Jira & Confluence,GitHub,31386.11,31877.36,Approved with Variance
EXP-10740,2024-09-07,Software Engineering,Cloud & Hosting,GitHub Enterprise,Docker,37387.58,44155.3,Over-budget Flag
EXP-10741,2025-05-01,Data & Analytics,Cloud & Hosting,Power BI Premium Licenses,Fivetran,26096.45,29839.87,Approved with Variance
EXP-10742,2025-09-17,Cybersecurity,Cloud & Hosting,Penetration Testing Audit,Palo Alto Networks,57332.66,66375.28,Over-budget Flag
EXP-10743,2026-05-20,IT Support & Operations,Cloud & Hosting,Slack Enterprise,Apple,40190.43,34339.21,Approved within Budget
EXP-10744,2026-02-25,Cloud & Infrastructure,Cloud & Hosting,AWS Cloud Compute,Microsoft,21254.89,21604.78,Approved with Variance
EXP-10745,2024-03-15,Data & Analytics,Cloud & Hosting,Fivetran ETL,Snowflake Inc,67970.22,70861.51,Approved with Variance
EXP-10746,2025-04-11,Software Engineering,Cloud & Hosting,Docker Hub,Docker,31872.39,27336.21,Approved within Budget
EXP-10747,2025-02-28,Cloud & Infrastructure,Cloud & Hosting,AWS Cloud Compute,Amazon Web Services,43048.7,41065.24,Approved within Budget
EXP-10748,2026-06-26,Data & Analytics,Cloud & Hosting,Snowflake Warehouse,Databricks,68453.05,79002.76,Over-budget Flag
EXP-10749,2025-10-06,IT Support & Operations,Cloud & Hosting,Zoom Licenses,Zoom,48696.66,44062.87,Approved within Budget
EXP-10750,2025-08-12,Software Engineering,Cloud & Hosting,GitHub Enterprise,Docker,13182.86,14028.2,Approved with Variance
EXP-10751,2024-07-18,IT Support & Operations,Cloud & Hosting,Developer Laptops,Dell,70788.25,66263.52,Approved within Budget
EXP-10752,2026-01-05,Data & Analytics,Cloud & Hosting,Databricks Cluster,Snowflake Inc,48939.56,41835.9,Approved within Budget
EXP-10753,2025-12-14,Cloud & Infrastructure,Cloud & Hosting,GCP Kubernetes,Amazon Web Services,28443.39,26921.12,Approved within Budget
EXP-10754,2025-01-28,Cybersecurity,Cloud & Hosting,CrowdStrike Endpoints,Palo Alto Networks,14749.05,18293.98,Over-budget Flag
EXP-10755,2025-05-21,Software Engineering,Cloud & Hosting,Docker Hub,Atlassian,60581.76,70917.91,Over-budget Flag
EXP-10756,2025-02-13,IT Support & Operations,Cloud & Hosting,ServiceNow Ticketing,ServiceNow,48405.09,59723.68,Over-budget Flag
EXP-10757,2024-09-06,Cloud & Infrastructure,Cloud & Hosting,AWS Cloud Compute,Amazon Web Services,42342.28,44253.68,Approved with Variance
EXP-10758,2024-05-31,Cloud & Infrastructure,Cloud & Hosting,AWS Cloud Compute,Microsoft,67572.48,60402.67,Approved within Budget
EXP-10759,2025-11-02,Cybersecurity,Cloud & Hosting,Palo Alto Firewalls,CrowdStrike,60201.8,64366.79,Approved with Variance
EXP-10760,2025-12-05,Data & Analytics,Cloud & Hosting,Power BI Premium Licenses,Databricks,15617.24,16113.1,Approved with Variance
EXP-10761,2024-01-06,Cybersecurity,Cloud & Hosting,Palo Alto Firewalls,Mandiant,26820.54,31855.9,Over-budget Flag
EXP-10762,2026-02-07,Cybersecurity,Cloud & Hosting,Okta Identity SSO,Mandiant,22394.24,19913.7,Approved within Budget
EXP-10763,2026-05-31,Data & Analytics,Cloud & Hosting,Databricks Cluster,Fivetran,57076.24,59661.59,Approved with Variance
EXP-10764,2026-02-27,Data & Analytics,Cloud & Hosting,Databricks Cluster,Databricks,7347.27,6686.16,Approved within Budget
EXP-10765,2026-06-25,Data & Analytics,Cloud & Hosting,Fivetran ETL,Snowflake Inc,44892.28,43988.62,Approved within Budget
EXP-10766,2024-04-19,Cloud & Infrastructure,Cloud & Hosting,AWS Cloud Compute,Google Cloud,58372.11,66832.73,Approved with Variance
EXP-10767,2026-03-08,Cloud & Infrastructure,Cloud & Hosting,GCP Kubernetes,Google Cloud,66373.59,69055.56,Approved with Variance
EXP-10768,2025-03-11,Software Engineering,Cloud & Hosting,Docker Hub,Docker,28945.72,28956.0,Approved with Variance
EXP-10769,2024-08-12,Software Engineering,Cloud & Hosting,Docker Hub,Atlassian,62488.01,62974.82,Approved with Variance
EXP-10770,2024-06-29,Cybersecurity,Cloud & Hosting,Palo Alto Firewalls,Okta,12744.22,13174.7,Approved with Variance
EXP-10771,2026-04-03,Cybersecurity,Cloud & Hosting,Palo Alto Firewalls,Mandiant,64251.66,74789.36,Over-budget Flag
EXP-10772,2025-12-13,Software Engineering,Cloud & Hosting,JetBrains IDEs,JetBrains,13924.21,16804.21,Over-budget Flag
EXP-10773,2025-06-14,IT Support & Operations,Cloud & Hosting,Developer Laptops,Dell,32810.11,40426.45,Over-budget Flag
EXP-10774,2025-04-20,Cybersecurity,Cloud & Hosting,CrowdStrike Endpoints,Mandiant,60810.68,70829.93,Over-budget Flag
EXP-10775,2024-02-21,IT Support & Operations,Cloud & Hosting,Developer Laptops,Apple,15494.22,15124.88,Approved within Budget
EXP-10776,2025-07-24,IT Support & Operations,Cloud & Hosting,Zoom Licenses,ServiceNow,21047.6,23683.89,Approved with Variance
EXP-10777,2024-09-12,Data & Analytics,Cloud & Hosting,Fivetran ETL,Fivetran,55557.68,56948.91,Approved with Variance
EXP-10778,2026-05-18,Cloud & Infrastructure,Cloud & Hosting,Data Center Hosting,Microsoft,55402.56,52735.94,Approved within Budget
EXP-10779,2024-05-04,Software Engineering,Cloud & Hosting,Docker Hub,JetBrains,49880.33,59175.46,Over-budget Flag
EXP-10780,2025-04-12,Cloud & Infrastructure,Cloud & Hosting,AWS Cloud Compute,Amazon Web Services,53576.39,46363.43,Approved within Budget
EXP-10781,2024-05-16,Software Engineering,Cloud & Hosting,GitHub Enterprise,JetBrains,42990.71,52049.06,Over-budget Flag
EXP-10782,2026-03-31,Cloud & Infrastructure,Cloud & Hosting,Azure Blob Storage,Google Cloud,22625.93,23408.58,Approved with Variance
EXP-10783,2025-04-20,Software Engineering,Cloud & Hosting,GitHub Enterprise,GitHub,29198.72,32261.1,Approved with Variance
EXP-10784,2025-11-14,Cloud & Infrastructure,Cloud & Hosting,Data Center Hosting,Amazon Web Services,17711.84,19726.41,Approved with Variance
EXP-10785,2025-06-27,Data & Analytics,Cloud & Hosting,Fivetran ETL,Snowflake Inc,68591.54,82861.81,Over-budget Flag
EXP-10786,2025-07-26,IT Support & Operations,Cloud & Hosting,Slack Enterprise,Apple,45837.43,50635.14,Approved with Variance
EXP-10787,2025-09-01,Software Engineering,Cloud & Hosting,GitHub Enterprise,JetBrains,33059.6,36219.22,Approved with Variance
EXP-10788,2024-11-20,IT Support & Operations,Cloud & Hosting,Developer Laptops,Zoom,37340.41,32734.87,Approved within Budget
EXP-10789,2026-02-12,Software Engineering,Cloud & Hosting,Jira & Confluence,Docker,71309.83,75400.39,Approved with Variance
EXP-10790,2025-03-29,Software Engineering,Cloud & Hosting,Jira & Confluence,Atlassian,15734.6,14319.55,Approved within Budget
EXP-10791,2025-09-19,Data & Analytics,Cloud & Hosting,Fivetran ETL,Snowflake Inc,46036.09,52710.1,Approved with Variance
EXP-10792,2026-04-14,Cloud & Infrastructure,Cloud & Hosting,GCP Kubernetes,Microsoft,40412.21,42630.39,Approved with Variance
EXP-10793,2026-01-06,Software Engineering,Cloud & Hosting,GitHub Enterprise,Docker,47801.8,53637.97,Approved with Variance
EXP-10794,2025-05-31,Cloud & Infrastructure,Cloud & Hosting,AWS Cloud Compute,Google Cloud,6267.71,5432.03,Approved within Budget
EXP-10795,2025-03-12,Data & Analytics,Cloud & Hosting,Databricks Cluster,Fivetran,66048.67,58381.53,Approved within Budget
EXP-10796,2026-04-30,Cybersecurity,Cloud & Hosting,CrowdStrike Endpoints,Palo Alto Networks,70248.28,79839.23,Approved with Variance
EXP-10797,2025-07-15,IT Support & Operations,Cloud & Hosting,ServiceNow Ticketing,Slack,44559.32,39160.23,Approved within Budget
EXP-10798,2025-04-01,Software Engineering,Cloud & Hosting,JetBrains IDEs,JetBrains,53765.56,47233.19,Approved within Budget
EXP-10799,2024-06-11,Data & Analytics,Cloud & Hosting,Snowflake Warehouse,Snowflake Inc,69574.96,59475.69,Approved within Budget
EXP-10800,2026-01-31,Cloud & Infrastructure,Cloud & Hosting,Azure Blob Storage,Microsoft,54506.7,67184.99,Over-budget Flag
EXP-10801,2026-06-01,Software Engineering,Cloud & Hosting,Jira & Confluence,GitHub,15677.73,17951.05,Approved with Variance
EXP-10802,2025-05-01,Cloud & Infrastructure,Cloud & Hosting,Data Center Hosting,Google Cloud,45340.19,44945.76,Approved within Budget
EXP-10803,2025-04-05,Cybersecurity,Cloud & Hosting,CrowdStrike Endpoints,Palo Alto Networks,47470.05,45980.17,Approved within Budget
EXP-10804,2024-09-22,Software Engineering,Cloud & Hosting,JetBrains IDEs,GitHub,34689.15,34338.14,Approved within Budget
EXP-10805,2026-02-08,IT Support & Operations,Cloud & Hosting,ServiceNow Ticketing,Slack,56551.1,65591.44,Over-budget Flag
EXP-10806,2024-09-10,Software Engineering,Cloud & Hosting,Jira & Confluence,Atlassian,70405.69,78470.54,Approved with Variance
EXP-10807,2026-05-10,IT Support & Operations,Cloud & Hosting,Zoom Licenses,Dell,69789.8,64491.23,Approved within Budget
EXP-10808,2025-10-14,Cloud & Infrastructure,Cloud & Hosting,GCP Kubernetes,Amazon Web Services,36558.76,33621.03,Approved within Budget
EXP-10809,2024-10-10,Software Engineering,Cloud & Hosting,Docker Hub,Atlassian,12926.66,11496.43,Approved within Budget
EXP-10810,2026-02-23,Data & Analytics,Cloud & Hosting,Power BI Premium Licenses,Microsoft,73938.88,82376.87,Approved with Variance
EXP-10811,2026-03-07,Data & Analytics,Cloud & Hosting,Snowflake Warehouse,Snowflake Inc,63722.87,73647.65,Over-budget Flag
EXP-10812,2025-06-17,Cybersecurity,Cloud & Hosting,Okta Identity SSO,Mandiant,13726.39,13122.68,Approved within Budget
EXP-10813,2025-05-11,Data & Analytics,Cloud & Hosting,Snowflake Warehouse,Snowflake Inc,69458.93,59622.02,Approved within Budget
EXP-10814,2025-10-03,Cybersecurity,Cloud & Hosting,CrowdStrike Endpoints,Mandiant,65892.75,58174.64,Approved within Budget
EXP-10815,2024-09-01,Cloud & Infrastructure,Cloud & Hosting,Data Center Hosting,Amazon Web Services,41318.66,51117.13,Over-budget Flag
EXP-10816,2024-10-08,IT Support & Operations,Cloud & Hosting,ServiceNow Ticketing,Dell,46389.28,44913.08,Approved within Budget
EXP-10817,2025-03-26,Cloud & Infrastructure,Cloud & Hosting,AWS Cloud Compute,Google Cloud,32930.19,38122.93,Over-budget Flag
EXP-10818,2024-03-20,IT Support & Operations,Cloud & Hosting,Slack Enterprise,ServiceNow,8833.31,9715.45,Approved with Variance
EXP-10819,2025-12-31,IT Support & Operations,Cloud & Hosting,Zoom Licenses,ServiceNow,28463.81,28542.82,Approved with Variance
EXP-10820,2024-10-19,Cybersecurity,Cloud & Hosting,Okta Identity SSO,CrowdStrike,61199.74,57054.98,Approved within Budget
EXP-10821,2024-08-28,Data & Analytics,Cloud & Hosting,Snowflake Warehouse,Snowflake Inc,5324.24,4784.12,Approved within Budget
EXP-10822,2024-10-05,Data & Analytics,Cloud & Hosting,Databricks Cluster,Fivetran,28344.94,31066.2,Approved with Variance
EXP-10823,2024-12-09,Cybersecurity,Cloud & Hosting,Penetration Testing Audit,Mandiant,32871.81,38126.48,Over-budget Flag
EXP-10824,2024-11-23,Cybersecurity,Cloud & Hosting,Penetration Testing Audit,Okta,42617.69,47201.72,Approved with Variance
EXP-10825,2025-07-07,Cloud & Infrastructure,Cloud & Hosting,Azure Blob Storage,Microsoft,69389.89,73700.45,Approved with Variance
EXP-10826,2024-03-23,Cybersecurity,Cloud & Hosting,Okta Identity SSO,Mandiant,29244.22,25348.32,Approved within Budget
